year,category,motivation,fullName,gender,bornCountry,bornCity,organizationName,organizationCountry,organizationCity,born,age
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Aleksandr M. Prokhorov,male,Australia,Atherton,P.N. Lebedev Physical Institute,Russia,Moscow,1916/11/7,48
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Nicolay G. Basov,male,Russia,Usman,P.N. Lebedev Physical Institute,Russia,Moscow,1922/12/14,42
1964,physics,for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle,Charles H. Townes,male,USA,Greenville SC,Massachusetts Institute of Technology (MIT),USA,Cambridge MA,1915/7/28,49
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Karl Ziegler,male,Germany,Helsa,Max Planck Institute for Coal Research,Germany,Mulheim an der Ruhr,1898/11/26,65
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Andrew Huxley,male,United Kingdom,Hampstead,University College,United Kingdom,London,1917/11/22,46
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Alan Hodgkin,male,United Kingdom,Banbury,University of Cambridge,United Kingdom,Cambridge,1914/5/2,49
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Sir John Eccles,male,Australia,Melbourne,Australian National University,Australia,Canberra,1903/1/27,60
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Giulio Natta,male,Italy,Imperia,Institute of Technology,Italy,Milan,1903/2/26,60
1963,physics,for their discoveries concerning nuclear shell structure,J. Hans D. Jensen,male,Germany,Hamburg,University of Heidelberg,Germany,Heidelberg,1907/6/25,56
1963,physics,for their discoveries concerning nuclear shell structure,Maria Goeppert Mayer,female,Poland,Katowice,University of California,USA,San Diego CA,1906/6/28,57
1963,physics,for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles,Eugene Wigner,male,Hungary,Budapest,Princeton University,USA,Princeton NJ,1902/11/17,61
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Maurice Wilkins,male,New Zealand,Pongaroa,London University,United Kingdom,London,1916/12/15,46
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,James Watson,male,USA,Chicago IL,Harvard University,USA,Cambridge MA,1928/6/4,34
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Francis Crick,male,United Kingdom,Northampton,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1916/8/6,46
1962,chemistry,for their studies of the structures of globular proteins,John C. Kendrew,male,United Kingdom,Oxford,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1917/3/24,45
1962,chemistry,for their studies of the structures of globular proteins,Max F. Perutz,male,Austria,Vienna,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge,1914/5/19,48
1962,peace,for his fight against the nuclear arms race between East and West,Linus Pauling,male,USA,Portland OR,California Institute of Technology (Caltech),USA,Pasadena CA,1901/2/28,61
1962,physics,for his pioneering theories for condensed matter especially liquid helium,Lev Landau,male,Azerbaijan,Baku,Academy of Sciences,Russia,Moscow,1908/1/22,54
1961,medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,Georg von Bekesy,male,Hungary,Budapest,Harvard University,USA,Cambridge MA,1899/06/03,62
1961,physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,Rudolf Mossbauer,male,Germany,Munich,Technical University,Germany,Munich,1929/1/31,32
1961,chemistry,for his research on the carbon dioxide assimilation in plants,Melvin Calvin,male,USA,St. Paul MN,University of California,USA,Berkeley CA,1911/8/4,50
1961,physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,Robert Hofstadter,male,USA,New York NY,Stanford University,USA,Stanford CA,1915/5/2,46
1960,medicine,for discovery of acquired immunological tolerance,Peter Medawar,male,Brazil,Rio de Janeiro,University College,United Kingdom,London,1915/2/28,45
1960,medicine,for discovery of acquired immunological tolerance,Sir Frank Macfarlane Burnet,male,Australia,Traralgon,Walter and Eliza Hall Institute for Medical Research,Australia,Melbourne,1899/09/03,61
1960,chemistry,for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science,Willard F. Libby,male,USA,Grand Valley CO,University of California,USA,Los Angeles CA,1908/12/17,52
1960,physics,for the invention of the bubble chamber,Donald A. Glaser,male,USA,Cleveland OH,University of California,USA,Berkeley CA,1926/9/21,34
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Arthur Kornberg,male,USA,Brooklyn NY,Stanford University,USA,Stanford CA,1918/3/3,41
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Severo Ochoa,male,Spain,Luarca,New York University College of Medicine,USA,New York NY,1905/9/24,54
1959,chemistry,for his discovery and development of the polarographic methods of analysis,Jaroslav Heyrovsky,male,Czech Republic,Prague,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic,Prague,1890/12/20,69
1959,physics,for their discovery of the antiproton,Owen Chamberlain,male,USA,San Francisco CA,University of California,USA,Berkeley CA,1920/10/7,39
1959,physics,for their discovery of the antiproton,Emilio Segre,male,Italy,Tivoli,University of California,USA,Berkeley CA,1905/1/2,54
1958,physics,for the discovery and the interpretation of the Cherenkov effect,Il'ja M. Frank,male,Russia,St. Petersburg,Lomonosov Moscow State University,Russia,Moscow,1908/10/23,50
1958,medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,Joshua Lederberg,male,USA,Montclair NJ,University of Wisconsin,USA,Madison WI,1925/5/23,33
1958,medicine,for their discovery that genes act by regulating definite chemical events,Edward Tatum,male,USA,Boulder CO,Rockefeller Institute for Medical Research,USA,New York NY,1909/12/14,49
1958,medicine,for their discovery that genes act by regulating definite chemical events,George Beadle,male,USA,Wahoo NE,California Institute of Technology (Caltech),USA,Pasadena CA,1903/10/22,55
1958,chemistry,for his work on the structure of proteins especially that of insulin,Frederick Sanger,male,United Kingdom,Rendcombe,University of Cambridge,United Kingdom,Cambridge,1918/8/13,40
1958,physics,for the discovery and the interpretation of the Cherenkov effect,Igor Y. Tamm,male,Russia,Vladivostok,Lomonosov Moscow State University,Russia,Moscow,1895/07/08,63
1958,physics,for the discovery and the interpretation of the Cherenkov effect,Pavel A. Cherenkov,male,Russia,Novaya Chigla,P.N. Lebedev Physical Institute,Russia,Moscow,1904/7/28,54
1957,medicine,for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles,Daniel Bovet,male,Switzerland,Neuchatel,Superior Health Institute (Chief Institute of Public Health),Italy,Rome,1907/3/23,50
1957,chemistry,for his work on nucleotides and nucleotide co-enzymes,Lord Todd,male,Scotland,Glasgow,University of Cambridge,United Kingdom,Cambridge,1907/2/10,50
1957,physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,Tsung-Dao Lee,male,China,Shanghai,Columbia University,USA,New York NY,1926/11/24,31
1957,physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,Chen Ning Yang,male,China,Hofei Anhwei,Institute for Advanced Study,USA,Princeton NJ,1922/9/22,35
1956,medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Dickinson W. Richards,male,USA,Orange NJ,Columbia University,USA,New York NY,1895/10/30,61
1956,medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Werner Forssmann,male,Germany,Berlin,Mainz University,Germany,Mainz,1904/8/29,52
1956,medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Andra F Cournand,male,France,Paris,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,USA,New York NY,1895/09/24,61
1956,chemistry,for their researches into the mechanism of chemical reactions,Nikolay Semenov,male,Russia,Saratov,Institute for Chemical Physics of the Academy of Sciences of the USSR,Russia,Moscow,1896/04/03,60
1956,chemistry,for their researches into the mechanism of chemical reactions,Sir Cyril Hinshelwood,male,United Kingdom,London,University of Oxford,United Kingdom,Oxford,1897/05/19,59
1956,physics,for their researches on semiconductors and their discovery of the transistor effect,Walter H. Brattain,male,China,Amoy,Bell Telephone Laboratories,USA,Murray Hill NJ,1902/10/2,54
1956,physics,for their researches on semiconductors and their discovery of the transistor effect,John Bardeen,male,USA,Madison WI,University of Illinois,USA,Urbana IL,1908/5/23,48
1956,physics,for their researches on semiconductors and their discovery of the transistor effect,William B. Shockley,male,United Kingdom,London,Semiconductor Laboratory of Beckman Instruments Inc.,USA,Mountain View CA,1910/2/13,46
1955,medicine,for his discoveries concerning the nature and mode of action of oxidation enzymes,Hugo Theorell,male,Sweden,Linkoping,Karolinska Institutet Nobel Medical Institute,Sweden,Stockholm,1903/6/7,52
1955,chemistry,for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone,Vincent du Vigneaud,male,USA,Chicago IL,Cornell University,USA,Ithaca NY,1901/5/18,54
1955,physics,for his precision determination of the magnetic moment of the electron,Polykarp Kusch,male,Germany,Blankenburg,Columbia University,USA,New York NY,1911/1/26,44
1955,physics,for his discoveries concerning the fine structure of the hydrogen spectrum,Willis E. Lamb,male,USA,Los Angeles CA,Stanford University,USA,Stanford CA,1913/12/7,42
1954,medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Frederick C. Robbins,male,USA,Auburn AL,Western Reserve University,USA,Cleveland OH,1916/8/25,38
1954,medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Thomas H. Weller,male,USA,Ann Arbor MI,Research Division of Infectious Diseases Children's Medical Center,USA,Boston MA,1915/6/15,39
1954,medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,John F. Enders,male,USA,West Hartford CT,Harvard Medical School,USA,Boston MA,1897/02/10,57
1954,chemistry,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,Linus Pauling,male,USA,Portland OR,California Institute of Technology (Caltech),USA,Pasadena CA,1901/2/28,53
1954,physics,for the coincidence method and his discoveries made therewith,Walther Bothe,male,Germany,Oranienburg,University of Heidelberg,Germany,Heidelberg,1891/01/08,63
1954,physics,for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction,Max Born,male,Poland,Wroclaw,Edinburgh University,United Kingdom,Edinburgh,1882/12/11,72
1953,medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,Fritz Lipmann,male,Russia,Kaliningrad,Harvard Medical School,USA,Boston MA,1899/06/12,54
1953,medicine,for his discovery of the citric acid cycle,Hans Krebs,male,Germany,Hildesheim,Sheffield University,United Kingdom,Sheffield,1900/8/25,53
1953,chemistry,for his discoveries in the field of macromolecular chemistry,Hermann Staudinger,male,Germany,Worms,University of Freiburg,Germany,Breisgau,1881/03/23,72
1953,physics,for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope,Frits Zernike,male,the Netherlands,Amsterdam,Groningen University,the Netherlands,Groningen,1888/07/16,65
1952,medicine,for his discovery of streptomycin the first antibiotic effective against tuberculosis,Selman A. Waksman,male,Ukraine,Nova Pryluka,Rutgers University,USA,New Brunswick NJ,1888/07/22,64
1952,chemistry,for their invention of partition chromatography,Richard L.M. Synge,male,United Kingdom,Liverpool,Rowett Research Institute,United Kingdom,Bucksburn (Scotland),1914/10/28,38
1952,chemistry,for their invention of partition chromatography,Archer J.P. Martin,male,United Kingdom,London,National Institute for Medical Research,United Kingdom,London,1910/1/3,42
1952,physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,E. M. Purcell,male,USA,Taylorville IL,Harvard University,USA,Cambridge MA,1912/8/30,40
1952,physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,Felix Bloch,male,Switzerland,Zurich,Stanford University,USA,Stanford CA,1905/10/23,47
1951,medicine,for his discoveries concerning yellow fever and how to combat it,Max Theiler,male,South Africa,Pretoria,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,USA,New York NY,1899/01/30,52
1951,chemistry,for their discoveries in the chemistry of the transuranium elements,Glenn T. Seaborg,male,USA,Ishpeming MI,University of California,USA,Berkeley CA,1912/4/19,39
1951,chemistry,for their discoveries in the chemistry of the transuranium elements,Edwin M. McMillan,male,USA,Redondo Beach CA,University of California,USA,Berkeley CA,1907/9/18,44
1951,physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,Ernest T.S. Walton,male,Ireland,Dungarvan,Trinity College,Ireland,Dublin,1903/6/10,48
1951,physics,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,John Cockcroft,male,United Kingdom,Todmorden,Atomic Energy Research Establishment,United Kingdom,Harwell Berkshire,1897/05/27,54
1950,chemistry,for their discovery and development of the diene synthesis,Kurt Alder,male,Poland,Chorzow,Cologne University,Germany,Cologne,1902/10/7,48
1950,peace,for his work as mediator in Palestine in 1948-1949,Ralph Bunche,male,USA,Detroit MI,Harvard University,USA,Cambridge MA,1904/7/8,46
1950,medicine,for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects,Philip S. Hench,male,USA,Pittsburgh PA,Mayo Clinic,USA,Rochester MN,1896/02/28,54
1950,medicine,for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects,Tadeus Reichstein,male,Poland,Wloclawek,Basel University,Switzerland,Basel,1897/07/20,53
1950,medicine,for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects,Edward C. Kendall,male,USA,South Norwalk CT,Mayo Clinic,USA,Rochester MN,1886/03/08,64
1950,chemistry,for their discovery and development of the diene synthesis,Otto Diels,male,Germany,Hamburg,Kiel University,Germany,Kiel,1876/01/23,74
1950,physics,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,Cecil Powell,male,United Kingdom,Tonbridge,Bristol University,United Kingdom,Bristol,1903/5/12,47
1949,medicine,for his discovery of the therapeutic value of leucotomy in certain psychoses,Egas Moniz,male,Portugal,Avanca,University of Lisbon,Portugal,Lisbon,1874/11/29,75
1949,medicine,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,Walter Hess,male,Switzerland,Frauenfeld,University of Zurich,Switzerland,Zurich,1881/03/17,68
1949,chemistry,for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures,William F. Giauque,male,Canada,Niagara Falls,University of California,USA,Berkeley CA,1895/05/12,54
1949,physics,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,Hideki Yukawa,male,Japan,Tokyo,Columbia University,USA,New York NY,1907/1/23,42
1948,medicine,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,Paul Muller,male,Switzerland,Olten,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland,Basel,1899/01/12,49
1948,chemistry,for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins,Arne Tiselius,male,Sweden,Stockholm,Uppsala University,Sweden,Uppsala,1902/10/8,46
1948,physics,for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation,Patrick M.S. Blackett,male,United Kingdom,London,Victoria University,United Kingdom,Manchester,1897/11/18,51
1947,medicine,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,Bernardo Houssay,male,Argentina,Buenos Aires,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,Buenos Aires,1887/04/10,60
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,Gerty Cori,female,Czech Republic,Prague,Washington University,USA,St. Louis MO,1896/08/15,51
1947,medicine,for their discovery of the course of the catalytic conversion of glycogen,Carl Cori,male,Czech Republic,Prague,Washington University,USA,St. Louis MO,1896/12/05,51
1947,chemistry,for his investigations on plant products of biological importance especially the alkaloids,Sir Robert Robinson,male,United Kingdom,Rufford near Chesterfield,University of Oxford,United Kingdom,Oxford,1886/09/13,61
1947,physics,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,Edward V. Appleton,male,United Kingdom,Bradford,Department of Scientific and Industrial Research,United Kingdom,London,1892/09/06,55
1946,medicine,for the discovery of the production of mutations by means of X-ray irradiation,Hermann J. Muller,male,USA,New York NY,Indiana University,USA,Bloomington IN,1890/12/21,56
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,Wendell M. Stanley,male,USA,Ridgeville IN,Rockefeller Institute for Medical Research,USA,Princeton NJ,1904/8/16,42
1946,chemistry,for their preparation of enzymes and virus proteins in a pure form,John H. Northrop,male,USA,Yonkers NY,Rockefeller Institute for Medical Research,USA,Princeton NJ,1891/07/05,55
1946,chemistry,for his discovery that enzymes can be crystallized,James B. Sumner,male,USA,Canton MA,Cornell University,USA,Ithaca NY,1887/11/19,59
1946,physics,for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics,Percy W. Bridgman,male,USA,Cambridge MA,Harvard University,USA,Cambridge MA,1882/04/21,64
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,Sir Howard Florey,male,Australia,Adelaide,University of Oxford,United Kingdom,Oxford,1898/09/24,47
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,Ernst B. Chain,male,Germany,Berlin,University of Oxford,United Kingdom,Oxford,1906/6/19,39
1945,medicine,for the discovery of penicillin and its curative effect in various infectious diseases,Sir Alexander Fleming,male,Scotland,Lochfield,London University,United Kingdom,London,1881/08/06,64
1945,chemistry,for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method,Artturi Virtanen,male,Finland,Helsinki,University of Helsinki,Finland,Helsinki,1895/01/15,50
1945,physics,for the discovery of the Exclusion Principle also called the Pauli Principle,Wolfgang Pauli,male,Austria,Vienna,Princeton University,USA,Princeton NJ,1900/4/25,45
1944,chemistry,for his discovery of the fission of heavy nuclei,Otto Hahn,male,Germany,Frankfurt-on-the-Main,Kaiser Wilhelm Institute (now Max Planck Institute) for Chemistry,Germany,Berlin-Dahlem,1879/03/08,65
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Herbert S. Gasser,male,USA,Platteville WI,Rockefeller Institute for Medical Research,USA,New York NY,1888/07/05,56
1944,medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Joseph Erlanger,male,USA,San Francisco CA,Washington University,USA,St. Louis MO,1874/01/05,70
1944,physics,for his resonance method for recording the magnetic properties of atomic nuclei,Isidor Isaac Rabi,male,Poland,Rymanow,Columbia University,USA,New York NY,1898/07/29,46
1943,medicine,for his discovery of the chemical nature of vitamin K,Edward A. Doisy,male,USA,Hume IL,Saint Louis University,USA,St. Louis MO,1893/11/13,50
1943,medicine,for his discovery of vitamin K,Henrik Dam,male,Denmark,Copenhagen,Polytechnic Institute,Denmark,Copenhagen,1895/02/21,48
1943,chemistry,for his work on the use of isotopes as tracers in the study of chemical processes,George de Hevesy,male,Hungary,Budapest,Stockholm University,Sweden,Stockholm,1885/08/01,58
1943,physics,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,Otto Stern,male,Poland,Zory,Carnegie Institute of Technology,USA,Pittsburgh PA,1888/02/17,55
1939,chemistry,for his work on polymethylenes and higher terpenes,Leopold Ruzicka,male,Croatia,Vukovar,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich,1887/09/13,52
1939,chemistry,for his work on sex hormones,Adolf Butenandt,male,Germany,Bremerhaven-Lehe,Kaiser Wilhelm Institute (now Max Planck Institute) for Biochemistry,Germany,Berlin-Dahlem,1903/3/24,36
1939,medicine,for the discovery of the antibacterial effects of prontosil,Gerhard Domagk,male,Poland,Lagow,Munster University,Germany,Munster,1895/10/30,44
1939,physics,for the invention and development of the cyclotron and for results obtained with it especially with regard to artificial radioactive elements,Ernest Lawrence,male,USA,Canton SD,University of California,USA,Berkeley CA,1901/8/8,38
1938,chemistry,for his work on carotenoids and vitamins,Richard Kuhn,male,Austria,Vienna,Kaiser Wilhelm Institute (now Max Planck Institute) for Medical Research,Germany,Heidelberg,1900/3/12,38
1938,medicine,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,Corneille Heymans,male,Belgium,Ghent,Ghent University,Belgium,Ghent,1892/03/28,46
1938,physics,for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons,Enrico Fermi,male,Italy,Rome,Rome University,Italy,Rome,1901/9/29,37
1937,medicine,for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid,Albert Szent Gyorgyi,male,Hungary,Budapest,Szeged University,Hungary,Szeged,1893/09/16,44
1937,chemistry,for his investigations on carotenoids flavins and vitamins A and B2,Paul Karrer,male,Russia,Moscow,University of Zurich,Switzerland,Zurich,1889/04/21,48
1937,chemistry,for his investigations on carbohydrates and vitamin C,Norman Haworth,male,United Kingdom,Chorley,Birmingham University,United Kingdom,Birmingham,1883/03/19,54
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,George Paget Thomson,male,United Kingdom,Cambridge,London University,United Kingdom,London,1892/05/03,45
1937,physics,for their experimental discovery of the diffraction of electrons by crystals,Clinton Davisson,male,USA,Bloomington IL,Bell Telephone Laboratories,USA,New York NY,1881/10/22,56
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,Otto Loewi,male,Germany,Frankfurt-on-the-Main,Graz University,Austria,Graz,1873/06/03,63
1936,medicine,for their discoveries relating to chemical transmission of nerve impulses,Sir Henry Dale,male,United Kingdom,London,National Institute for Medical Research,United Kingdom,London,1875/06/09,61
1936,chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Peter Debye,male,the Netherlands,Maastricht,Berlin University,Germany,Berlin,1884/03/24,52
1936,physics,for his discovery of the positron,Carl D. Anderson,male,USA,New York NY,California Institute of Technology (Caltech),USA,Pasadena CA,1905/3/9,31
1936,physics,for his discovery of cosmic radiation,Victor F. Hess,male,Austria,Peggau,Innsbruck University,Austria,Innsbruck,1883/06/24,53
1935,chemistry,in recognition of their synthesis of new radioactive elements,Irene Joliot-Curie,female,France,Paris,Institut du Radium,France,Paris,1897/09/12,38
1935,medicine,for his discovery of the organizer effect in embryonic development,Hans Spemann,male,Germany,Stuttgart,University of Freiburg im Breisgau,Germany,Breisgau,1869/06/27,66
1935,chemistry,in recognition of their synthesis of new radioactive elements,Frederic Joliot,male,France,Paris,Institut du Radium,France,Paris,1900/3/19,35
1935,physics,for the discovery of the neutron,James Chadwick,male,United Kingdom,Manchester,Liverpool University,United Kingdom,Liverpool,1891/10/20,44
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,William P. Murphy,male,USA,Stoughton WI,Harvard University,USA,Cambridge MA,1892/02/06,42
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,George R. Minot,male,USA,Boston MA,Harvard University,USA,Cambridge MA,1885/12/02,49
1934,medicine,for their discoveries concerning liver therapy in cases of anaemia,George H. Whipple,male,USA,Ashland NH,University of Rochester,USA,Rochester NY,1878/08/28,56
1934,chemistry,for his discovery of heavy hydrogen,Harold C. Urey,male,USA,Walkerton IN,Columbia University,USA,New York NY,1893/04/29,41
1933,medicine,for his discoveries concerning the role played by the chromosome in heredity,Thomas H. Morgan,male,USA,Lexington KY,California Institute of Technology (Caltech),USA,Pasadena CA,1866/09/25,67
1933,physics,for the discovery of new productive forms of atomic theory,Paul A.M. Dirac,male,United Kingdom,Bristol,University of Cambridge,United Kingdom,Cambridge,1902/8/8,31
1933,physics,for the discovery of new productive forms of atomic theory,Erwin Schradinger,male,Austria,Vienna,Berlin University,Germany,Berlin,1887/08/12,46
1932,physics,for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen,Werner Heisenberg,male,Germany,Wurzburg,Leipzig University,Germany,Leipzig,1901/5/12,31
1932,medicine,for their discoveries regarding the functions of neurons,Edgar Adrian,male,United Kingdom,London,University of Cambridge,United Kingdom,Cambridge,1889/11/30,43
1932,medicine,for their discoveries regarding the functions of neurons,Sir Charles Sherrington,male,United Kingdom,London,University of Oxford,United Kingdom,Oxford,1857/11/27,75
1932,chemistry,for his discoveries and investigations in surface chemistry,Irving Langmuir,male,USA,Brooklyn NY,General Electric Company,USA,Schenectady NY,1881/01/31,51
1931,medicine,for his discovery of the nature and mode of action of the respiratory enzyme,Otto Warburg,male,Germany,Freiburg im Breisgau,Kaiser Wilhelm Institute (now Max Planck Institute) for Biology,Germany,Berlin-Dahlem,1883/10/08,48
1931,peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Nicholas Murray Butler,male,USA,Elizabeth NJ,Columbia University,USA,New York NY,1862/04/02,69
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Friedrich Bergius,male,Poland,Goldschmieden near Breslau,University of Heidelberg,Germany,Heidelberg,1884/10/11,47
1931,chemistry,in recognition of their contributions to the invention and development of chemical high pressure methods,Carl Bosch,male,Germany,Cologne,University of Heidelberg,Germany,Heidelberg,1874/08/27,57
1930,medicine,for his discovery of human blood groups,Karl Landsteiner,male,Austria,Vienna,Rockefeller Institute for Medical Research,USA,New York NY,1868/06/14,62
1930,chemistry,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,Hans Fischer,male,Germany,Hoechst,Technische Hochschule (Institute of Technology),Germany,Munich,1881/07/27,49
1930,physics,for his work on the scattering of light and for the discovery of the effect named after him,Sir Chandrasekhara Venkata Raman,male,India,Tiruchirappalli,Calcutta University,India,Calcutta,1888/11/07,42
1929,physics,for his discovery of the wave nature of electrons,Louis de Broglie,male,France,Dieppe,"Sorbonne University, Henri Poincare Institute",France,Paris,1892/08/15,37
1929,medicine,for his discovery of the growth-stimulating vitamins,Sir Frederick Hopkins,male,United Kingdom,Eastbourne,University of Cambridge,United Kingdom,Cambridge,1861/06/20,68
1929,medicine,for his discovery of the antineuritic vitamin,Christiaan Eijkman,male,the Netherlands,Nijkerk,Utrecht University,the Netherlands,Utrecht,1858/08/11,71
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Hans von Euler-Chelpin,male,Germany,Augsburg,Stockholm University,Sweden,Stockholm,1873/02/15,56
1929,chemistry,for their investigations on the fermentation of sugar and fermentative enzymes,Arthur Harden,male,United Kingdom,Manchester,London University,United Kingdom,London,1865/10/12,64
1928,chemistry,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,Adolf Windaus,male,Germany,Berlin,Goettingen University,Germany,Gottingen,1876/12/25,52
1928,medicine,for his work on typhus,Charles Nicolle,male,France,Rouen,Institut Pasteur,Tunisia,Tunis,1866/09/21,62
1928,physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,Owen Willans Richardson,male,United Kingdom,Dewsbury,London University,United Kingdom,London,1879/04/26,49
1927,medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Julius Wagner-Jauregg,male,Austria,Wels,Vienna University,Austria,Vienna,1857/03/07,70
1927,chemistry,for his investigations of the constitution of the bile acids and related substances,Heinrich Wieland,male,Germany,Pforzheim,Munich University,Germany,Munich,1877/06/04,50
1927,physics,for his method of making the paths of electrically charged particles visible by condensation of vapour,C.T.R. Wilson,male,Scotland,Glencorse,University of Cambridge,United Kingdom,Cambridge,1869/02/14,58
1927,physics,for his discovery of the effect named after him,Arthur H. Compton,male,USA,Wooster OH,University of Chicago,USA,Chicago IL,1892/09/10,35
1926,chemistry,for his work on disperse systems,The Svedberg,male,Sweden,Flerang,Uppsala University,Sweden,Uppsala,1884/08/30,42
